user_screen_name,text,ideology_score,vader_sentiment,vader_sentiment_raw,bert_stance,stance
JenniferMackie8,"RT @Snowden: Boston, St. Louis, DC; crowds still gathering. But it's not what you see at the top of @NYTimes or @WashingtonPost. #WomensMar…",-1.904256131,1,0.296,1,1
romionewithme,"RT @ChrisEvans: If you don't understand what fight they're still facing, please reread you own tweet. You've demonstrated the issue flawles…",-0.536248663,1,0.5399,0,1
kchernecky,"RT @France4Hillary: I'm getting such goosebumps right now, feeling how much the world is standing as one for #WomensRights &amp; #AgainstTrump!…",-1.5726528,1,0.2003,1,1
suvnshinehes,"#WomensMarch Mi ha particolarmente colpita questa foto, amo questa donna. https://t.co/Z6AOQzE8UQ",0.037385206,1,0.34,1,1
xrachaelwardx,RT @People4Bernie: Bernie speaking at the Vermont #WomensMarch (via @TasteofVermont) https://t.co/HgpZiNH2wL,-0.815646744,,0,1,1
franny409,RT @YaelStone: Some of the amazing Youth Ambassadors from yesterday's womensmarch       (and my very squinty… https://t.co/HH3DzunzOq,-0.329123319,1,0.5859,1,1
karentweets2,Girls Just Wanna Have Fundamental Rights #WomensMarch #WomensMarchSigns #TheResistance #MAGA @POTUS @VP @GOP @larry_mueller_,-1.859794989,,0,1,1
Exclusive_brex3,RT @DariaanMichelle: Rihanna spotted in the #WomensMarch. https://t.co/wRbctQo8Zo,-1.565779565,,0,1,1
landsend99,"RT @PhilMcCrackin44: @mitchellvii  Actually, @Madonna has completely lost her f/n mind ! https://t.co/NLbkmtXo5R",2.020297684,0,-0.4376,0,0
jaurehaught,RT @SenSanders: Congratulations to the women marching today. We must go forward to ensure full reproductive justice for all women. #WomensM…,-0.73070038,1,0.872,1,1
werpok,"RT @ChrisEvans: If you don't understand what fight they're still facing, please reread you own tweet. You've demonstrated the issue flawles…",-0.558559758,1,0.5399,0,1
erinmkingsley,RT @katyperry: Unity. Protection. Power. Progress. WOMEN RISE UP! Getting ready to march with my sisters! @womensmarch #WomensMarch https:/…,-0.920043688,1,0.7081,1,1
RuthBrock,#WomensMarch https://t.co/daGwVOsEVv,-1.172557528,,0,1,1
cyntiadkins,"RT @IMPL0RABLE: #Indivisible #WomensMarch #WomensMarchonWashington





⚫ https://t.co/jV0tz2ugVE





⚫ https://t.co/YHPxoEipRv





⚫ https://t.co/hn…",-1.2446719,,0,1,1
icywongg,RT @idinamenzel: On the way to downtown la! #WomensMarch shout out to women all over the world. Xo https://t.co/kWmc7fDcQG,-1.447757166,,0,1,1
clussia,RT @OspreyWoman8: @potus Milllions marched yesterday. Thousands watched your parade. We are the real American. The only carnage is YOU. #Wo…,-1.675771156,,0,1,1
ThisIsMarisTest,"#WomensMarch


It's HUMAN Rights.


Not Men, Women, Color or Religion",2.307685662,,0,0,1
dekeweaver,RT @MMFlint: Streets are packed! Metro subway jammed!!! Amazing. #WomensMarch,-1.458690957,1,0.7156,1,1
StreetSmarts111,"RT @RitaPanahi: #WomensMarch organiser complains about 22 states opposing sharia law &amp; claims kids are being executed. Deranged. 


https://t…",1.375391599,0,-0.3818,0,0
TeraWHunter,DC will not be a pretty sight on Friday. Majority black city with nearly all white crowd coming to celebrate #unpresidented being installed https://t.co/8t9ywnF0uv,-2.058873963,1,0.2668,1,1
sibab,"RT @djvjgrrl: This is the #WomensMarch at #Austin, Tx.  Yes.  You read that right - Texas.  


#Resist #Trump https://t.co/4tJwvdr9qq",-0.604595687,1,0.4019,1,1
huntwhale,This is the first time since Cheetoh Dorito was elected I've been hopeful. Nice work out there ladies. Now let's keep going. #womensmarch,-1.399385247,1,0.7269,0,1
kenziefarmer14,"RT @TwitterMoments: The #WomensMarch is today, and thousands are headed to Washington, D.C. Hit ⚡️ Follow to get live updates! https://t.co…",0.390522026,,0,1,1
megancox,RT @Hilarx: Wendy's sign has been getting a lot of attention from the crowd - she studies earthquakes. #WomensMarch #womeninscience https:/…,-0.646300047,,0,1,1
shannon_anicas,RT @MrVidalAntonio: The indigenous people are here joining the march and hyping the crowd! #womensmarch #womensmarchLA https://t.co/0lyj6Kc…,-1.168360897,,0,1,1
DianneWing2,"RT @UniteWomenOrg: Virtual march helps people with disabilities join the #WomensMarch on Washington


https://t.co/CtDllrWHrw


#equality",-1.683273998,1,0.5859,1,1
1005Mike,RT @Marcdawson: @realDonaldTrump #WomensMarch https://t.co/nASj6uUvGS,-1.160802617,,0,1,1
tradethemark,"Marching for our rights womensmarch 


#womensrights #solidarity #feminism #equality @ Hyde Park https://t.co/vJOlAUYZXt",-0.842537262,1,0.296,1,1
dexka,@Pink @CharlizeAfrica @cher @Madonna @jes_chastain @melissamccarthy @katyperry @amyschumer #WomensMarch 👊💗 https://t.co/LGzxBnQvqo,-0.235770574,1,0.7096,1,1
FP4America,RT @TheDemocrats: RT if you're fighting back today. #womensmarch https://t.co/Dddq41BfqO,-0.722870204,0,-0.3612,1,1
STLien,"RT @ajanaomi_king: Resistance. Respect.


#womensmarch 👊🏾 https://t.co/XL6sIlmWxq",-2.5,1,0.4767,1,1
Warrior_Angel16,RT @AntonioFrench: The #WomensMarch in downtown St. Louis! This is what democracy looks like. https://t.co/mzb5xMZUKC,-1.074359704,1,0.4199,1,1
e0488,RT @DMVFollowers: Rooftop view of the #WomensMarch in D.C. today.  https://t.co/ruVp3IzYbF,0.177847641,,0,1,1
Cynthia66767366,RT @jfuentes: Shut it down. Today's best sign (via @womensmarch). https://t.co/Bsd2128jDw,-2.311156451,1,0.6369,1,1
Cait_Kaay,RT @Almaharel: These women never met till today and practiced this song online. Show them some love. #Icantkeepquiet #WomensMarch #WomensMa…,0.381710249,1,0.6369,1,1
emalazereth,RT @halsey: Make sure to support your local #womensmarch! Cant wait to march with those of you who I'll see in Washington D.C. on Saturday.,0.25191382,1,0.6476,1,1
kev_mah,If you had to miss #alamw17 then #womensmarch was a pretty good reason! #marchonwashington https://t.co/OjxEwVCzxz,-1.063005382,1,0.6996,1,1
markymarkunger,RT @JimGaffigan: I can’t believe every woman I know is marching in the streets and CNN is showing Trump pretending to believe in God. #Wome…,-1.11840328,1,0.3612,1,1
edoannucci,RT @CNN: We’re in a helicopter high over the #WomensMarch in Chicago. Watch on Facebook Live https://t.co/GDmAzq0f6k https://t.co/EmQJbjzBtu,-1.563467466,,0,1,1
Patris64,"RT @CNNPolitics: #WomensMarch update: Protests now underway in London, Barcelona, Helsinki, Marseille and others https://t.co/D5J09XRhe9 ht…",-1.870770712,0,-0.2263,1,1
_mister151,"RT @ajplus: People are participating in the #WomensMarch on every continent, even Antarctica! 🐧 https://t.co/WAe44VpFFD",-0.753226002,,0,1,1
SandraLinville,RT @pineywoozle: @earthdogelevena @SheWhoVotes @KikiHavens @womensmarch We don't engage their BS. We acknowledge it and make sure to #AddHe…,-0.668060241,1,0.068,0,1
kowyatt,RT @NWELGL: In it Together: @UnderwoodJulie &amp; Todd Fiala write about being a working family. #WomensMarch https://t.co/sH4cZHUBrh https://t…,-0.313161159,,0,1,1
CorieGrana,@GodfreySays I respectfully disagree. Id go for not touching or entering it without permission #Trump #womensmarch,-1.567187305,1,0.0258,0,1
jordanianKr,@lsarsour this bitch supports a sexist Saudi government looool https://t.co/JMKiA16HvI,0.007077595,0,-0.3182,0,0
SydUrbanistas,RT @womensmarchsyd: Six days left! Who's with us? #womensmarch #womensmarchsydney #wmw #wmglobal https://t.co/XcrxWFsfxF,-1.30004911,,0,1,1
760kfmb,"RT @CBSNews: WATCH NOW: Madonna sings ""Express Yourself,"" as crowd at #WomensMarch rally sings along https://t.co/8jFkb7UqcB https://t.co/U…",1.274912048,,0,1,1
mrmet340,"RT @KamVTV: In honor of #WomensMarch 👌🏽
This pussy is a #WomanForTrump https://t.co/9Gn8a6WrrY",1.690946467,1,0.8531,1,0
kitsaoc,"RT @jstines3: I went to several Tea Party rallies.  We not only cleaned up the messes WE MADE, but we left areas better than we found them!…",2.213993165,1,0.7177,0,0
seannosnua,RT @paolamendoza: I used every ounce of energy I had to serve as the Artistic Director of the #WomensMarch. I am so proud of us. We did it!…,-1.286485713,1,0.7494,1,1
AnnH1958,RT @CNNPolitics: These 3 friends marched for women's rights 25 years ago. Now they're reuniting to do it again at the #WomensMarch https://…,-1.304502442,1,0.4767,1,1
allademswallow,RT @astroehlein: Women's rights are human rights - #WomensMarch https://t.co/RMqmtvdz7y,-1.33658789,,0,1,1
suthernx,RT @funder: #BREAKING:Complaint filed w/US Gov demanding cancellation of #trump DC hotel lease @CREWcrew 🇺🇸#inauguration #womensmarch #than…,-1.295495015,0,-0.2263,0,1
belalunaetsy,"RT @KaivanShroff: Wow. Those ""coastal elites"" really turned out for the #WomensMarch https://t.co/2frHfCzN4U",-2.045174719,1,0.5859,1,1
fincherism,RT @Phil_Lewis_: Madonna is all out of fcks to give. #WomensMarch https://t.co/mmnfLLnucr,-1.576360397,,0,0,1
julie9040x,RT @womensmarch: Please be safe out there! We are planning a peaceful demonstration for the #WomensMarch. https://t.co/nhCjixXilv https://t…,-2.124009529,1,0.8439,1,1
heckinpal,RT @colliscool: HEADED OUT TO THE #WomensMarch EXCITED!!! SUCH A BEAUTIFUL DAY :),-0.437970672,1,0.9125,0,1
ImOuidad,RT @Nate_SDSU: Remember that this was uttered by your #President n case u forgot #WomensMarch #WomensMarchOnWashington #UnitedAgainstHate #…,-2.30384452,,0,1,1
electricityska,RT @Al_English: Solidarity from Bam &amp; I with all those taking part in the #WomensMarch today. https://t.co/L4HjvaPmW3,-1.820140041,1,0.296,1,1
ARoss119,RT @wsbtv: Cops high-fived marchers as they took to the streets of Atlanta today in solidarity with the #WomensMarch: https://t.co/88nZY7Xp…,-0.753536844,1,0.296,1,1
TracyShawn,"RT @femininecollect: Hey Now, Girl


by @JackieCioffa 





""You grew solid, strong and mighty""





https://t.co/fntYXpEzyV


#womensmarch


#SundayMorn…",1.059242291,1,0.5994,1,1
dzb131,RT @AlexMorash: Walking around the city so many people up and wearing pink. We are here Donald! #WomensMarch,-1.390411116,,0,1,1
gusfenty,RT @RihannaDaily: #WomensMarch https://t.co/p6x78JBenA,-1.086742349,,0,1,1
Huskiesx2,RT @anamariecox: I know there were other photos of supportive cops — some in hats! Please resend pix if you have them. https://t.co/cnh8f96…,-2.045950307,1,0.5848,1,1
p2173,"RT @quinncy: Every one of those people could have been doing something else but they were there. 





@realDonaldTrump, you're that unliked. S…",-1.404774328,,0,0,1
ZerlinaMaxwell,Same. #WomensMarch https://t.co/e4cxVeVUKi,0.488037976,,0,1,1
NoldEmily,RT @allieoets: couldn't make it the LA march today so we had to do our own protest around the hospital (only got 1 floor– we tried tho) #Wo…,0.165797555,0,-0.25,1,1
JayxMcGuinessX,RT @piercethevic: Much love and support to all you powerful ladies out there today!! It is so inspiring to see the #WomensMarch rock on acr…,-2.314947489,1,0.9313,1,1
Chatelaine,"RT @Chatelaine: .@katieunderwrite chats with Nev Campbell at #womensmarch: https://t.co/hzirWpePuq


#wmwcanada #whyimarch https://t.co/tr4MN…",-0.936395093,,0,1,1
JimmyDriscoll,RT @mattmfm: These pics from planes packed with people headed to the #WomensMarch are such an incredibly powerful statement. https://t.co/u…,-1.554837399,1,0.4754,1,1
karimaDaCrop,RT @IAmCreeSummer: #WomensMarch @womensmarch ✊🏾❤✊🏾 https://t.co/2CHPKrKnMJ,-1.191233966,1,0.6369,1,1
gank41,RT @davidkushner: Amazing the difference a day makes. #WomensMarch https://t.co/jKcYhSasVi,-1.105635337,1,0.5859,1,1
bbglitterati,"RT @womensmarch: Today is the day. We stand together, recognizing that defending the most marginalized among us is defending all of us. #Wo…",-1.813239815,,0,1,1
itsjosham,#WomensMarch  2017. https://t.co/5ZE0fvMx0T,-0.008204121,,0,1,1
angieptaylor,RT @SikhProf: Sikhs around the US spent the day supporting women's rights and offering free food. These are our traditions! #WomensMarch ht…,-2.334196087,1,0.7574,1,1
ImcoolL1kethat,RT @MsJackieCruz: I march with @womensmarch because our liberation is bound in each other’s. #WomensMarch #WhyIMarch https://t.co/eYSEjjIyKs,0.180198933,,0,1,1
MarkosOliveira,"RT @idiotfor5h: ""e quem acha que isso aqui é uma perda de tempo, vão se foder.... Vão se foder!"" O GRITO QUE EU DEI #WomensMarch https://t.…",-1.452070612,,0,1,1
IamGusti,"RT @addictstogomez: ESTAMOS TODOS DE ACUERDO QUE ESTE ES EL MEJOR CARTEL DE TODOS? 


#WomensMarch https://t.co/A3zR8eOrrr",-1.066692716,,0,1,1
milfzombie,RT @Almaharel: These women never met till today and practiced this song online. Show them some love. #Icantkeepquiet #WomensMarch #WomensMa…,-0.373715514,1,0.6369,1,1
politiwars,RT @BeanfromPa: #WomensMarch I watched the liberal war on women all day yesterday on tv &amp; social media. These leftist hags do not speak for…,1.337285324,0,-0.5994,0,0
HRN_friends,RT @JLoverGrande: Julia Roberts #WomensMarch  #WomenWhoHaveInspiredMe 💗💗💗 https://t.co/XQOQ2h0jpz,-0.273513715,1,0.9493,1,1
AmeliaReinhold,RT @womensmarch: https://t.co/wTGDifEhye,-1.010727837,,0,1,1
smackfairy,HA! #WomensMarch https://t.co/iLX3BabKWl,0.163171393,,0,1,1
Tina5545Tina,"RT @kellysue: Please signal boost the Sister Marches. There are 370, all over the world: https://t.co/Y4VGE63yka",-2.034946517,1,0.6124,1,1
DeenaGornick,"RT @billybragg: Sad to see so much male resentment towards #WomensMarch today. Liberty without equality is privilege, not freedom. https://…",-1.555310883,0,-0.8096,1,1
bound4lifevt,RT @thevelvetbrick1: Yup! https://t.co/rBVePf8Cnm,1.740107779,,0,1,1
lilnem3,RT @gossipseriesfr: #GreysAnatomy: Une partie du cast à la #WomensMarch. (Patrick et Kate étaient aussi présent) https://t.co/Ww8xsNNqPZ,-0.247525593,,0,1,1
Fhaid,"RT @splcenter: Boise.


Austin. 


Miami. 


Pittsburgh. 





#WomensMarch


#TheMarchContinues https://t.co/dBZWeji7m4",-0.704478534,,0,1,1
jdollee,"RT @PrisonPlanet: They actually wore hijabs, a symbol of patriarchy &amp; female oppression, at the #WomensMarch . Absolutely insane. https://t…",1.338353345,0,-0.4576,0,0
Marcyhomesley,"RT @paolamendoza: We are watching. 
We are organized. 
We won't be silent. 
#WomensMarch https://t.co/JIPKlWOyI7",-1.670545254,,0,1,1
Agaveyoongi,RT @Nick_Offerman: I'm headed to the Sundance #WomensMarch - ur welcome 2 come feel the weight of my feminist balls in your tiny hand if it…,-2.5,1,0.7351,1,1
WRRAP,RT @AbortionFunds: The latest Abortion Funds Daily Digest! https://t.co/ZNBSkSqUoP Thanks to @MemphisCHOICES @WRRAP @FWHC #womensmarch #won…,-1.857650915,1,0.4926,0,1
GinaBorden,"Ready for tomorrow womensmarch nycwomensmarch 🇺🇸 @ New York, New York https://t.co/xJ0QH4dYTD",-1.440003221,1,0.3612,1,1
haber345,RT @dog_rates: Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc,-1.288876077,1,0.7269,1,1
LeahScizurhandz,RT @tessanetting: OKAY THIS WINS. #WomensMarch https://t.co/aSWYAe59NX,-0.738707059,1,0.837,1,1
RiseUpAbove,"RT @TheCut: ""We believe Gender Justice is Racial Justice is Economic Justice"" https://t.co/0psjDldpYt",-2.049598559,1,0.8807,1,1
noelenen,"RT @Fusion: ""This is going to be...potentially the largest protest in U.S. history.""





Get ready, folks– #WomensMarch is taking over Washing…",-1.306636536,1,0.128,0,1
DrPSchmidt,RT @jejord: Heading to the #WomensMarch! The signs and enthusiasm are beautiful! https://t.co/EMOlgaujiW,-1.661032115,1,0.8118,1,1
abouboz,"RT @Will_Ibekwe: #WomensMarch in Nairobi, Kenya. https://t.co/5qUVwsRCl7",-0.84502805,,0,1,1
Laura_the_chef,📹 karatam: phlemuns: apolloxiix: phlemuns: wow amazing #WomensMarch. This is sooo many people. It has... https://t.co/USRr2fOq1C,-1.66945296,1,0.8225,1,1
cynthialovely,RT @Bibliogato: Another favorite #WomensMarch #womensmarchonwashington sign https://t.co/B0SROMS5px,-1.36470852,1,0.4588,1,1
sck915,"@filmystic 


You may like this one. 


#protestsigns https://t.co/GnwZ0PBwAJ",-1.134855527,1,0.3612,1,1
Carpboy823,RT @Nick_Offerman: I'm a nasty girl #WomensMarch https://t.co/GjFriucGUY,0.017808857,0,-0.5574,1,1
Pasquale_2A,RT @TonioAlbertini: Help! Impossible de retrouver la date de la #WomensMarch après Cologne et les décapitations de femmes en Arabie Saoudit…,1.0072957,1,0.4574,0,1
sandyschaper,RT @LeahR77: Women Protesting FOR The Right To Kill Babies &amp; Be Able To Have Already WIDELY Available BC..HOW NOBLE &gt;&gt;&gt; MEANWHILE👇#WomensMa…,2.089528309,0,-0.5813,0,0
RonieGarrett,"RT @CeeLeeMusic: ""LOVE NOT HATE, MAKES AMERICA GREAT.""





Denver, over 100,000 strong 👇 rockin' the #WomensMarch 





#WhyWeMarch


#Equality


#Wom…",-2.31409138,1,0.9559,1,1
rcraiggardner,RT @MaryneeLahaye: #WomensMarch artwork now available as print/shirt/mug etc in my shop: https://t.co/q6krLUhQvh All profit will be donated…,-1.563221638,1,0.4404,1,1
dragonflyyy3,heading to march  #WomensMarch #womensmarchkc  #firedup #fedup https://t.co/5kbmd0DR5h,0.614056178,,0,1,1
zaymilaffect,"RT @pohaparrilla: HAHAHAHA, esse foi o melhor cartaz do dia #WomensMarch https://t.co/em6gqDGos8",-2.344794863,,0,1,1
IDLADS,RT @AmazonMiller: Let's just say the resistance was successfully inaugurated. #WomensMarch #InaugurateTheResistance https://t.co/5fs79iUDDB…,0.71790941,1,0.4939,1,1
Denwhit,"RT @Bikers4Liberty: We the people demand that @Madonna be arrested for her threat to the @POTUS today at the #WomensMarch
#RETWEET

Join ht…",2.034931852,0,-0.7003,1,0
JLAustin13,"RT @maureenjohnson: If you can't get to DC for @womensmarch, there are sister marches ALL OVER: https://t.co/3dZ1EjPL7i",-1.362586178,,0,1,1
Mikeabarno,RT @Kyivafaith: Pac said it best #WomensMarch #womensrights https://t.co/Hj2TzeNo5y,-0.548063645,1,0.6369,1,1
lynsheils,RT @lauraarmy: This is stunning. https://t.co/FMENEIrQKb,-1.044123034,1,0.3818,1,1
MaxSkolnik,RT @MichaelSkolnik: The stage has been built! #WomensMarch https://t.co/8B5bnkrDde,-2.134665908,,0,1,1
